PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,MiddleName,Count,Family_Group,Family_Survival_Rate,TicketNumeric,SurvivalScore
1300,3,1,1,,0,0,334915,-0.4991521792927367,,2,Miss,0.0,160.0,1.0,0.5393163590353364,0.6705279049208661
1301,3,1,1,3.0,1,1,SOTONOQ,-0.3908627413727179,,0,Miss,8.0,334.0,0.8333333333333333,-0.48464432423381193,0.7781404572433026
1302,3,1,1,,0,0,365237,-0.4986298887197024,,2,Miss,0.0,228.0,1.0,0.6320220779135207,0.659554682921664
1303,1,2,1,37.0,1,0,19928,0.9725481808719116,C78,2,Mrs,1.0,48.0,1.0,-0.42371695909284307,2.202885007543996
1304,3,1,1,28.0,0,0,347086,-0.4981827221332004,,0,Miss,0.0,184.0,1.0,0.5765276678034381,0.6663436904449594
1305,3,0,0,,0,0,A,-0.4932638896816782,,0,Mr,7.0,265.0,0.6666666666666666,-0.48464432423381193,-0.4082225424329625
1306,1,11,1,39.0,0,0,PC,1.3106061202674315,C105,1,Dona,0.0,306.0,1.0,-0.48464432423381193,5.278233093785613
1307,3,0,0,38.5,0,0,SOTONOQ,-0.5075732204497426,,0,Mr,1.0,331.0,0.5,-0.48464432423381193,-0.5790389150223678
1308,3,0,0,,0,0,359309,-0.4932638896816782,,0,Mr,0.0,220.0,0.5,0.6138979600614702,-0.706714283215063
1309,3,3,0,,1,1,2668,-0.23733614289580968,,1,Master,2.0,105.0,0.5,-0.4764872482504667,0.6083509883502712
